보험가입연도,계약자_업종,계약자_소재지,계약자_기업규모,계약자_업력,취급종류,보험금액
2012,C25922,인천,중소기업, 24 ,매출채권보험,2000000 
2012,C18122,경기,중소기업, 21 ,매출채권보험,10000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,5000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,8000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,5000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,8000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,4000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,11000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,11000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,2000000 
2012,C22299,경기,중소기업, 26 ,매출채권보험,13000000 
2012,C25113,전남,중소기업, 19 ,매출채권보험,10000000 
2012,C25113,전남,중소기업, 19 ,매출채권보험,6000000 
2012,C25113,전남,중소기업, 19 ,매출채권보험,10000000 
2012,C25113,전남,중소기업, 19 ,매출채권보험,6000000 
2012,C25113,전남,중소기업, 19 ,매출채권보험,6000000 
2012,G46721,경남,중소기업, 24 ,매출채권보험,229000000 
2012,G46721,경남,중소기업, 24 ,매출채권보험,112000000 
2012,C23999,경북,중소기업, 26 ,매출채권보험,25000000 
2012,C23999,경북,중소기업, 26 ,매출채권보험,9000000 
2012,C23999,경북,중소기업, 26 ,매출채권보험,6000000 
2012,C23999,경북,중소기업, 26 ,매출채권보험,7000000 
2012,C23999,경북,중소기업, 26 ,매출채권보험,2000000 
2012,C29199,대구,중소기업, 17 ,어음보험,2000000 
2012,C30399,대구,중소기업, 19 ,어음보험,5000000 
2012,H52991,서울,중소기업, 17 ,매출채권보험,1992000000 
2012,G46441,부산,중소기업, 22 ,어음보험,2000000 
2012,G46522,경기,중소기업, 16 ,매출채권보험,38000000 
2012,G46522,경기,중소기업, 16 ,매출채권보험,1000000 
2012,G46522,경기,중소기업, 16 ,매출채권보험,1000000 
2012,H49311,울산,중소기업, 14 ,어음보험,5000000 
2012,H49311,울산,중소기업, 14 ,어음보험,5000000 
2012,H49311,울산,중소기업, 14 ,어음보험,3000000 
2012,H49311,울산,중소기업, 14 ,어음보험,54000000 
2012,H49311,울산,중소기업, 14 ,어음보험,47000000 
2012,G46441,부산,중소기업, 21 ,어음보험,1000000 
2012,G46621,경기,중소기업, 21 ,어음보험,20000000 
2012,G46621,경기,중소기업, 21 ,어음보험,43000000 
2012,C24132,경남,중소기업, 13 ,매출채권보험,200000000 
2012,G46599,서울,중소기업, 10 ,매출채권보험,4000000 
2012,G46599,서울,중소기업, 10 ,매출채권보험,2000000 
2012,G46599,서울,중소기업, 10 ,매출채권보험,4000000 
2012,C18119,서울,중소기업, 11 ,매출채권보험,4000000 
2012,C18119,서울,중소기업, 11 ,매출채권보험,1000000 
2012,C18119,서울,중소기업, 11 ,매출채권보험,5000000 
2012,G46510,서울,중소기업, 9 ,매출채권보험,10000000 
2012,C16101,경남,중소기업, 9 ,매출채권보험,590000000 
2012,C25943,경기,중소기업, 8 ,어음보험,7000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,C21210,전남,중소기업, 10 ,어음보험,1000000 
2012,G46699,서울,중소기업, 8 ,어음보험,13000000 
2012,G46413,서울,중소기업, 8 ,매출채권보험,10000000 
2012,G46413,서울,중소기업, 8 ,매출채권보험,13000000 
2012,G46799,대구,중소기업, 9 ,어음보험,3000000 
2012,C31114,경남,중소기업, 4 ,매출채권보험,8000000 
2012,G46329,경기,중소기업, 7 ,매출채권보험,31000000 
2012,G46329,경기,중소기업, 7 ,매출채권보험,20000000 
2012,G46329,경기,중소기업, 7 ,매출채권보험,18000000 
2012,G46329,경기,중소기업, 7 ,매출채권보험,6000000 
2012,G46329,경기,중소기업, 7 ,매출채권보험,3000000 
2012,G46329,경기,중소기업, 7 ,매출채권보험,1000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,12000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,123000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,10000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,10000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,7000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,7000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,8000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,6000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,8000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,2000000 
2012,G46712,전남,중소기업, 7 ,매출채권보험,1000000 
2012,H52991,서울,중소기업, 12 ,매출채권보험,77000000 
2012,C25999,경남,중소기업, 7 ,매출채권보험,3000000 
2012,C25923,경남,중소기업, 13 ,매출채권보험,5000000 
2012,C25923,경남,중소기업, 13 ,매출채권보험,3000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,9000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,31000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,20000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,10000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,7000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,7000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,10000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,7000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,10000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,5000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,4000000 
2012,G46521,서울,중소기업, 5 ,매출채권보험,4000000 
2012,G46441,인천,중소기업, 5 ,매출채권보험,4000000 
2012,G46441,인천,중소기업, 5 ,매출채권보험,1000000 
2012,G46441,인천,중소기업, 5 ,매출채권보험,1000000 
2012,G46441,인천,중소기업, 5 ,매출채권보험,1000000 
2012,G46733,경남,중소기업, 4 ,매출채권보험,5000000 
2012,G46733,경남,중소기업, 4 ,매출채권보험,3000000 
2012,G46733,경남,중소기업, 4 ,매출채권보험,5000000 
2012,G46733,경남,중소기업, 4 ,매출채권보험,7000000 
2012,G46733,경남,중소기업, 4 ,매출채권보험,5000000 
2012,M72112,경기,중소기업, 7 ,매출채권보험,8000000 
2012,M72112,경기,중소기업, 7 ,매출채권보험,5000000 
2012,J59114,서울,중소기업, 9 ,매출채권보험,9000000 
2012,J59114,서울,중소기업, 9 ,매출채권보험,11000000 
2012,J59114,서울,중소기업, 9 ,매출채권보험,13000000 
2012,J59114,서울,중소기업, 9 ,매출채권보험,8000000 
2012,J59114,서울,중소기업, 9 ,매출채권보험,11000000 
2012,J59114,서울,중소기업, 9 ,매출채권보험,7000000 
2012,C22250,인천,중소기업, 6 ,매출채권보험,2000000 
2012,C25112,경기,중소기업, 4 ,매출채권보험,716000000 
2012,C25924,경기,중소기업, 3 ,매출채권보험,2000000 
2012,C25924,경기,중소기업, 3 ,매출채권보험,1000000 
2012,C14202,서울,중소기업, 4 ,매출채권보험,12000000 
2012,C28520,충남,중소기업, 3 ,매출채권보험,96000000 
2012,C28520,충남,중소기업, 3 ,매출채권보험,25000000 
2012,C28520,충남,중소기업, 3 ,매출채권보험,17000000 
2012,C28520,충남,중소기업, 3 ,매출채권보험,12000000 
2012,G46692,서울,중소기업, 3 ,매출채권보험,2000000 
2012,C22240,경남,중소기업, 1 ,매출채권보험,98000000 
2012,C22240,경남,중소기업, 1 ,매출채권보험,160000000 
2012,G46721,충북,중소기업, 6 ,매출채권보험,500000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,20000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,5000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,10000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,2000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,2000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,2000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,20000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,1000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,1000000 
2012,G46721,전남,중소기업, 1 ,매출채권보험,2000000 
2012,C26529,인천,중소기업, 2 ,어음보험,13000000 
2012,C25999,경기,중소기업, 0 ,매출채권보험,1000000 
2012,C17223,경남,중소기업, 8 ,매출채권보험,10000000 
2012,C10220,전북,중소기업, 35 ,매출채권보험,10000000 
2012,C10220,전북,중소기업, 35 ,매출채권보험,10000000 
2012,C10220,전북,중소기업, 35 ,매출채권보험,10000000 
2012,C10220,전북,중소기업, 35 ,매출채권보험,10000000 
2012,G46419,서울,중소기업, 21 ,매출채권보험,3000000 
2012,G46419,서울,중소기업, 21 ,매출채권보험,7000000 
2012,G46419,서울,중소기업, 21 ,매출채권보험,4000000 
2012,G46419,서울,중소기업, 21 ,매출채권보험,8000000 
2012,G46419,서울,중소기업, 21 ,매출채권보험,4000000 
2012,G46499,인천,중소기업, 23 ,어음보험,7000000 
2012,C13999,광주,중소기업, 25 ,매출채권보험,6000000 
2012,G46733,서울,중소기업, 23 ,매출채권보험,4000000 
2012,G46733,서울,중소기업, 23 ,매출채권보험,4000000 
2012,C24199,전남,중소기업, 16 ,매출채권보험,70000000 
2012,C28122,광주,중소기업, 15 ,매출채권보험,9000000 
2012,C28122,광주,중소기업, 15 ,매출채권보험,6000000 
2012,C28122,광주,중소기업, 15 ,매출채권보험,5000000 
2012,C28122,광주,중소기업, 15 ,매출채권보험,7000000 
2012,C28122,광주,중소기업, 15 ,매출채권보험,6000000 
2012,C23325,경기,중소기업, 14 ,어음보험,7000000 
2012,C32011,충남,중소기업, 13 ,매출채권보험,2000000 
2012,C32011,충남,중소기업, 13 ,매출채권보험,2000000 
2012,C32011,충남,중소기업, 13 ,매출채권보험,1000000 
2012,G46621,부산,중소기업, 12 ,어음보험,4000000 
2012,G46621,부산,중소기업, 12 ,어음보험,11000000 
2012,G46699,제주,중소기업, 13 ,매출채권보험,2000000 
2012,C31114,경남,중소기업, 9 ,매출채권보험,8000000 
2012,G46721,충북,중소기업, 10 ,매출채권보험,400000000 
2012,G46611,인천,중소기업, 14 ,어음보험,38000000 
2012,G46611,인천,중소기업, 14 ,어음보험,30000000 
2012,G46510,서울,중소기업, 10 ,매출채권보험,701000000 
2012,C10219,전북,중소기업, 11 ,매출채권보험,7000000 
2012,C10219,전북,중소기업, 11 ,매출채권보험,5000000 
2012,C10219,전북,중소기업, 11 ,매출채권보험,5000000 
2012,C10219,전북,중소기업, 11 ,매출채권보험,3000000 
2012,C10219,전북,중소기업, 11 ,매출채권보험,3000000 
2012,G46319,전북,중소기업, 7 ,매출채권보험,44000000 
2012,C29229,경남,중소기업, 7 ,매출채권보험,9000000 
2012,C29229,경남,중소기업, 7 ,매출채권보험,3000000 
2012,C29229,경남,중소기업, 7 ,매출채권보험,9000000 
2012,C29229,경남,중소기업, 7 ,매출채권보험,2000000 
2012,C29229,경남,중소기업, 7 ,매출채권보험,5000000 
2012,C10712,경기,중소기업, 5 ,매출채권보험,236000000 
2012,C10712,경기,중소기업, 5 ,매출채권보험,57000000 
2012,C10712,경기,중소기업, 5 ,매출채권보험,47000000 
2012,H52991,제주,중소기업, 11 ,매출채권보험,49000000 
2012,G46510,서울,중소기업, 4 ,매출채권보험,163000000 
2012,G46313,서울,중소기업, 7 ,매출채권보험,10000000 
2012,G46313,서울,중소기업, 7 ,매출채권보험,5000000 
2012,G46313,서울,중소기업, 7 ,매출채권보험,10000000 
2012,G46313,서울,중소기업, 7 ,매출채권보험,10000000 
2012,G46313,서울,중소기업, 7 ,매출채권보험,10000000 
2012,M71201,서울,중소기업, 11 ,매출채권보험,1000000 
2012,M71201,서울,중소기업, 11 ,매출채권보험,1000000 
2012,G46791,강원,중소기업, 4 ,매출채권보험,17000000 
2012,G46791,강원,중소기업, 4 ,매출채권보험,6000000 
2012,G46791,강원,중소기업, 4 ,매출채권보험,3000000 
2012,G46621,서울,중소기업, 4 ,매출채권보험,4000000 
2012,C29199,경남,중소기업, 3 ,매출채권보험,15000000 
2012,C29199,경남,중소기업, 3 ,매출채권보험,7000000 
2012,C29199,경남,중소기업, 3 ,매출채권보험,3000000 
2012,C23122,경기,중소기업, 2 ,매출채권보험,50000000 
2012,G46721,서울,중소기업, 1 ,매출채권보험,7000000 
2012,E38110,충남,중소기업, 6 ,매출채권보험,10000000 
2012,E38110,충남,중소기업, 6 ,매출채권보험,2000000 
2012,E38110,충남,중소기업, 6 ,매출채권보험,2000000 
2012,E38110,충남,중소기업, 6 ,매출채권보험,2000000 
2012,E38110,충남,중소기업, 6 ,매출채권보험,3000000 
2012,E38110,충남,중소기업, 6 ,매출채권보험,3000000 
2012,J58221,서울,중소기업, 1 ,매출채권보험,10000000 
2012,J58221,서울,중소기업, 1 ,매출채권보험,11000000 
2012,C10309,충북,중소기업, 3 ,매출채권보험,6000000 
2012,C10309,충북,중소기업, 3 ,매출채권보험,2000000 
2012,G46594,경남,중소기업, 24 ,매출채권보험,9000000 
2012,G46594,경남,중소기업, 24 ,매출채권보험,13000000 
2012,G46594,경남,중소기업, 24 ,매출채권보험,9000000 
2012,G46594,경남,중소기업, 24 ,매출채권보험,9000000 
2012,G46594,경남,중소기업, 24 ,매출채권보험,9000000 
2012,G46594,경남,중소기업, 24 ,매출채권보험,9000000 
2012,C29133,대구,중소기업, 25 ,어음보험,6000000 
2012,H52991,서울,중소기업, 24 ,매출채권보험,27000000 
2012,H52991,서울,중소기업, 24 ,매출채권보험,7000000 
2012,H52991,서울,중소기업, 24 ,매출채권보험,3000000 
2012,H52991,서울,중소기업, 24 ,매출채권보험,4000000 
2012,H52991,서울,중소기업, 24 ,매출채권보험,4000000 
2012,C24222,경기,중소기업, 21 ,매출채권보험,4000000 
2012,C24222,경기,중소기업, 21 ,매출채권보험,4000000 
2012,C18121,서울,중소기업, 18 ,매출채권보험,40000000 
2012,G46510,서울,중소기업, 18 ,매출채권보험,6000000 
2012,G46510,서울,중소기업, 18 ,매출채권보험,4000000 
2012,G46799,서울,중소기업, 15 ,매출채권보험,52000000 
2012,G46799,서울,중소기업, 15 ,매출채권보험,10000000 
2012,G46799,서울,중소기업, 15 ,매출채권보험,5000000 
2012,G46799,서울,중소기업, 15 ,매출채권보험,4000000 
2012,C24312,충북,중소기업, 15 ,매출채권보험,6000000 
2012,C24312,충북,중소기업, 15 ,매출채권보험,6000000 
2012,C24312,충북,중소기업, 15 ,매출채권보험,3000000 
2012,C24312,충북,중소기업, 15 ,매출채권보험,3000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,10000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,10000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,10000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,3000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,5000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,2000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,2000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,4000000 
2012,G46451,경기,중소기업, 17 ,매출채권보험,4000000 
2012,C25119,대구,중소기업, 14 ,어음보험,4000000 
2012,C30399,인천,중소기업, 14 ,매출채권보험,4000000 
2012,C30399,인천,중소기업, 14 ,매출채권보험,3000000 
2012,C29294,대구,중소기업, 13 ,어음보험,14000000 
2012,C29294,대구,중소기업, 13 ,어음보험,7000000 
2012,C29294,대구,중소기업, 13 ,어음보험,7000000 
2012,G46739,서울,중소기업, 13 ,매출채권보험,22000000 
2012,G46739,서울,중소기업, 13 ,매출채권보험,8000000 
2012,C24212,부산,중소기업, 20 ,매출채권보험,6000000 
2012,C24212,부산,중소기업, 20 ,매출채권보험,2000000 
2012,C25119,전남,중소기업, 13 ,매출채권보험,68000000 
2012,G46721,서울,중소기업, 11 ,매출채권보험,307000000 
2012,G46721,서울,중소기업, 11 ,매출채권보험,222000000 
2012,G46510,서울,중소기업, 11 ,매출채권보험,1000000 
2012,H52991,서울,중소기업, 11 ,매출채권보험,492000000 
2012,G46733,경남,중소기업, 9 ,매출채권보험,3000000 
2012,G46733,경남,중소기업, 9 ,매출채권보험,2000000 
2012,G46733,경남,중소기업, 9 ,매출채권보험,1000000 
2012,G46733,경남,중소기업, 9 ,매출채권보험,1000000 
2012,G46499,경기,중소기업, 10 ,매출채권보험,9000000 
2012,G46499,경기,중소기업, 10 ,매출채권보험,3000000 
2012,G46499,경기,중소기업, 10 ,매출채권보험,1000000 
2012,G46499,경기,중소기업, 10 ,매출채권보험,1000000 
2012,G46499,경기,중소기업, 10 ,매출채권보험,1000000 
2012,J58221,서울,중소기업, 14 ,매출채권보험,111000000 
2012,H49390,인천,중소기업, 9 ,매출채권보험,31000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,4000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,4000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,5000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,5000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,5000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,3000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,2000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,5000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,5000000 
2012,G45219,경기,중소기업, 9 ,매출채권보험,2000000 
2012,G46721,서울,중소기업, 7 ,매출채권보험,2000000000 
2012,C14194,서울,중소기업, 8 ,매출채권보험,242000000 
2012,C25112,경기,중소기업, 5 ,어음보험,7000000 
2012,C26299,경북,중소기업, 5 ,매출채권보험,186000000 
2012,G46420,경기,중소기업, 3 ,매출채권보험,9000000 
2012,G46420,경기,중소기업, 3 ,매출채권보험,8000000 
2012,G46420,경기,중소기업, 3 ,매출채권보험,4000000 
2012,C22240,인천,중소기업, 9 ,어음보험,34000000 
2012,C26429,경기,중소기업, 2 ,매출채권보험,10000000 
2012,C26429,경기,중소기업, 2 ,매출채권보험,10000000 
2012,C26429,경기,중소기업, 2 ,매출채권보험,5000000 
2012,C26429,경기,중소기업, 2 ,매출채권보험,3000000 
2012,G45219,경기,중소기업, 3 ,매출채권보험,1000000 
2012,C20302,인천,중소기업, 9 ,매출채권보험,6000000 
2012,C16229,경기,중소기업, 2 ,매출채권보험,1000000 
2012,C29299,인천,중소기업, 2 ,어음보험,7000000 
2012,C29299,인천,중소기업, 2 ,어음보험,2000000 
2012,C25922,부산,중소기업, 7 ,매출채권보험,1875000000 
2012,C20302,경기,중소기업, 1 ,매출채권보험,40000000 
2012,C20302,경기,중소기업, 1 ,매출채권보험,30000000 
2012,G46621,부산,중소기업, 4 ,어음보험,62000000 
2012,C29294,경기,중소기업, 5 ,매출채권보험,1000000 
2012,G46510,서울,중소기업, 1 ,매출채권보험,4000000 
2012,G46510,서울,중소기업, 1 ,매출채권보험,1000000 
2012,G46622,광주,중소기업, 0 ,매출채권보험,10000000 
2012,M72129,강원,중소기업, 4 ,매출채권보험,7000000 
2012,C18121,인천,중소기업, 0 ,어음보험,2000000 
2012,G46622,부산,중소기업, 12 ,매출채권보험,2000000 
2012,C25119,인천,중소기업, 5 ,매출채권보험,5000000 
2012,G46699,서울,중소기업, 3 ,매출채권보험,16000000 
2012,C30399,경기,중소기업, 43 ,매출채권보험,2000000000 
2012,C30399,충북,중소기업, 24 ,매출채권보험,4000000 
2012,C30399,충북,중소기업, 24 ,매출채권보험,7000000 
2012,C22232,충남,중소기업, 28 ,매출채권보험,6000000 
2012,C22232,충남,중소기업, 28 ,매출채권보험,2000000 
2012,C22232,충남,중소기업, 28 ,매출채권보험,2000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,8000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,3000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,4000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,4000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,5000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,2000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,1000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,1000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,1000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,1000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,1000000 
2012,G46721,울산,중소기업, 21 ,매출채권보험,3000000 
2012,C24132,충북,중소기업, 20 ,매출채권보험,180000000 
2012,C13310,서울,중소기업, 31 ,매출채권보험,80000000 
2012,C10220,전북,중소기업, 17 ,매출채권보험,10000000 
2012,C10220,전북,중소기업, 17 ,매출채권보험,5000000 
2012,C10220,전북,중소기업, 17 ,매출채권보험,2000000 
2012,C10220,전북,중소기업, 17 ,매출채권보험,2000000 
2012,C10220,전북,중소기업, 17 ,매출채권보험,2000000 
2012,C14111,부산,중소기업, 19 ,매출채권보험,3000000 
2012,E38301,경남,중소기업, 14 ,매출채권보험,8000000 
2012,E38301,경남,중소기업, 14 ,매출채권보험,8000000 
2012,E38301,경남,중소기업, 14 ,매출채권보험,8000000 
2012,C25924,전북,중소기업, 12 ,매출채권보험,448000000 
2012,C10219,경기,중소기업, 11 ,매출채권보험,5000000 
2012,C10219,경기,중소기업, 11 ,매출채권보험,1000000 
2012,C10219,경기,중소기업, 11 ,매출채권보험,1000000 
2012,C10219,경기,중소기업, 11 ,매출채권보험,1000000 
2012,C10219,경기,중소기업, 11 ,매출채권보험,1000000 
2012,C10791,경기,중소기업, 11 ,매출채권보험,2000000 
2012,C10791,경기,중소기업, 11 ,매출채권보험,1000000 
2012,C10791,경기,중소기업, 11 ,매출채권보험,9000000 
2012,C10791,경기,중소기업, 11 ,매출채권보험,7000000 
2012,C10791,경기,중소기업, 11 ,매출채권보험,8000000 
2012,C30399,경남,중소기업, 11 ,매출채권보험,1000000 
2012,C30399,경남,중소기업, 11 ,매출채권보험,1000000 
2012,C30399,경남,중소기업, 11 ,매출채권보험,1000000 
2012,G46521,경기,중소기업, 13 ,매출채권보험,10000000 
2012,G46521,경기,중소기업, 13 ,매출채권보험,7000000 
2012,G46521,경기,중소기업, 13 ,매출채권보험,10000000 
2012,G46521,경기,중소기업, 13 ,매출채권보험,10000000 
2012,G46521,경기,중소기업, 13 ,매출채권보험,10000000 
2012,G46521,경기,중소기업, 13 ,매출채권보험,10000000 
2012,G46712,전북,중소기업, 11 ,어음보험,1000000 
2012,G46712,전북,중소기업, 11 ,어음보험,1000000 
2012,G46712,전북,중소기업, 11 ,어음보험,1000000 
2012,G46712,전북,중소기업, 11 ,어음보험,1000000 
2012,G46712,전북,중소기업, 11 ,어음보험,1000000 
2012,C16232,광주,중소기업, 10 ,매출채권보험,492000000 
2012,C22232,경북,중소기업, 10 ,매출채권보험,12000000 
2012,C22232,경북,중소기업, 10 ,매출채권보험,9000000 
2012,C22232,경북,중소기업, 10 ,매출채권보험,9000000 
2012,C22232,경북,중소기업, 10 ,매출채권보험,7000000 
2012,C22232,경북,중소기업, 10 ,매출채권보험,6000000 
2012,G46621,대전,중소기업, 28 ,어음보험,20000000 
2012,G46621,대전,중소기업, 28 ,어음보험,37000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,31000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,31000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,22000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,9000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,13000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,7000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,7000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,5000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,8000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,2000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,5000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,33000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,33000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,10000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,19000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,19000000 
2012,C10743,전북,중소기업, 12 ,매출채권보험,24000000 
2012,M72129,경남,중소기업, 10 ,매출채권보험,8000000 
2012,C29133,경기,중소기업, 7 ,매출채권보험,101000000 
2012,C17909,충북,중소기업, 6 ,매출채권보험,9000000 
2012,C17909,충북,중소기업, 6 ,매출채권보험,9000000 
2012,C17909,충북,중소기업, 6 ,매출채권보험,5000000 
2012,C17909,충북,중소기업, 6 ,매출채권보험,6000000 
2012,C17909,충북,중소기업, 6 ,매출채권보험,2000000 
2012,C17909,충북,중소기업, 6 ,매출채권보험,1000000 
2012,C17909,충북,중소기업, 6 ,매출채권보험,4000000 
2012,C23122,경남,중소기업, 5 ,매출채권보험,59000000 
2012,C23122,경남,중소기업, 5 ,매출채권보험,44000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,2000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,2000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,1000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,3000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,1000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,1000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,2000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,1000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,2000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,10000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,10000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,11000000 
2012,G46733,광주,중소기업, 6 ,매출채권보험,1000000 
2012,G46464,경기,중소기업, 11 ,매출채권보험,8000000 
2012,G46464,경기,중소기업, 11 ,매출채권보험,5000000 
2012,G46464,경기,중소기업, 11 ,매출채권보험,5000000 
2012,G46464,경기,중소기업, 11 ,매출채권보험,1000000 
2012,G46464,경기,중소기업, 11 ,매출채권보험,3000000 
2012,C29169,전남,중소기업, 5 ,매출채권보험,6000000 
2012,C29169,전남,중소기업, 5 ,매출채권보험,1000000 
2012,C29169,전남,중소기업, 5 ,매출채권보험,1000000 
2012,C29169,전남,중소기업, 5 ,매출채권보험,1000000 
2012,C29169,전남,중소기업, 5 ,매출채권보험,2000000 
2012,C20501,경북,중소기업, 6 ,매출채권보험,2000000 
2012,C20501,경북,중소기업, 6 ,매출채권보험,3000000 
2012,C20501,경북,중소기업, 6 ,매출채권보험,4000000 
2012,G46510,서울,중소기업, 4 ,매출채권보험,112000000 
2012,C29272,경기,중소기업, 6 ,매출채권보험,21000000 
2012,C22213,충남,중소기업, 8 ,어음보험,51000000 
2012,C26120,경기,중소기업, 4 ,매출채권보험,3000000 
2012,C29294,경기,중소기업, 3 ,매출채권보험,12000000 
2012,G45219,경기,중소기업, 5 ,매출채권보험,1000000 
2012,G46510,서울,중소기업, 3 ,매출채권보험,10000000 
2012,G46510,서울,중소기업, 3 ,매출채권보험,6000000 
2012,G46510,서울,중소기업, 3 ,매출채권보험,5000000 
