취급종류,구매자_업종,구매자_기업규모,구매자_소재지,계약자_업종,계약자_기업규모,계약자_소재지,인수일자,사고처리일자,사고사유,사고처리금액,사고정상해지금액,보상해지금액,보험금지급액,대위권원금회수금액,대위권발생일자,정상해지일자
매출채권보험,F41112,중소기업,서울,C18111,중소기업,서울,2011-03,2011-10,회생절차 등,1000000 ,1000000 ,0 ,0 ,0 ,  , 2011-10 
매출채권보험,F42412,중소기업,서울,G46699,중소기업,서울,2011-04,2011-12,거래정지처분(예금부족),25000000 ,0 ,25000000 ,25000000 ,0 , 2011-12 ,  
어음보험,F42412,중소기업,서울,G46699,중소기업,부산,2011-09,2011-12,거래정지처분(예금부족),66000000 ,0 ,66000000 ,66000000 ,0 , 2011-12 ,  
어음보험,F42412,중소기업,서울,G46699,중소기업,부산,2011-10,2011-12,거래정지처분(예금부족),17000000 ,0 ,17000000 ,17000000 ,0 , 2011-12 ,  
어음보험,F42412,중소기업,서울,G46699,중소기업,부산,2011-10,2011-12,거래정지처분(예금부족),12000000 ,0 ,12000000 ,12000000 ,0 , 2011-12 ,  
어음보험,F42412,중소기업,서울,C16299,중소기업,경기,2011-08,2011-12,거래정지처분(예금부족),14000000 ,0 ,14000000 ,14000000 ,0 , 2011-12 ,  
어음보험,F42412,중소기업,서울,C16299,중소기업,경기,2011-09,2011-12,거래정지처분(예금부족),7000000 ,0 ,7000000 ,7000000 ,0 , 2011-12 ,  
매출채권보험,F42132,중소기업,서울,G46611,중소기업,서울,2011-03,2011-10,이행지체,100000000 ,10000000 ,90000000 ,90000000 ,0 , 2011-10 , 2011-10 
매출채권보험,F42201,중소기업,서울,G46699,중소기업,서울,2011-03,2011-10,거래정지처분(예금부족),100000000 ,20000000 ,80000000 ,79000000 ,1000000 , 2011-11 , 2011-10 
매출채권보험,F42201,중소기업,서울,C22229,중소기업,경기,2011-05,2011-10,거래정지처분(예금부족),72000000 ,72000000 ,0 ,0 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-03,2011-10,이행지체,50000000 ,1000000 ,49000000 ,48000000 ,0 , 2011-11 , 2011-10 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-04,2011-10,이행지체,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,G46599,중소기업,서울,2011-04,2011-10,이행지체,21000000 ,8000000 ,13000000 ,13000000 ,0 , 2011-10 , 2011-10 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-03,2011-10,거래정지처분(예금부족),100000000 ,100000000 ,0 ,0 ,0 ,  , 2011-10 
매출채권보험,F42201,중소기업,서울,G46721,중소기업,서울,2011-05,2011-10,거래정지처분(예금부족),24000000 ,0 ,24000000 ,24000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,G46699,중소기업,서울,2011-06,2011-10,거래정지처분(예금부족),100000000 ,10000000 ,90000000 ,88000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,서울,C29172,중소기업,경기,2011-08,2011-10,거래정지처분(예금부족),25000000 ,25000000 ,0 ,0 ,0 ,  , 2011-11 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,인천,2011-03,2011-10,거래정지처분(예금부족),21000000 ,21000000 ,0 ,0 ,0 ,  , 2011-10 
매출채권보험,C25113,중소기업,전남,G46721,중소기업,광주,2011-09,2011-12,이행지체,350000000 ,179000000 ,171000000 ,168000000 ,0 , 2011-12 , 2011-12 
매출채권보험,C25113,중소기업,전남,C29199,중소기업,전남,2011-04,2011-12,회생절차 등,100000000 ,100000000 ,0 ,0 ,0 ,  , 2011-12 
어음보험,C14112,중소기업,서울,C14112,중소기업,서울,2011-04,2011-07,거래정지처분(4회 이상 부도),21000000 ,0 ,21000000 ,21000000 ,0 , 2011-08 ,  
매출채권보험,F42201,중소기업,경기,G46699,중소기업,서울,2011-03,2011-11,이행지체,74000000 ,0 ,74000000 ,73000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,G46733,중소기업,경기,2011-04,2011-11,거래정지처분(예금부족),55000000 ,0 ,55000000 ,55000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,G46621,중소기업,서울,2011-04,2011-11,이행지체,100000000 ,47000000 ,53000000 ,53000000 ,0 , 2011-12 , 2011-11 
매출채권보험,F42201,중소기업,경기,G46699,중소기업,서울,2011-05,2011-11,이행지체,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,G46621,중소기업,경기,2011-08,2011-11,이행지체,12000000 ,4000000 ,8000000 ,8000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,경기,G46599,중소기업,서울,2011-11,2011-11,거래정지처분(예금부족),69000000 ,69000000 ,0 ,0 ,0 ,  , 2011-11 
매출채권보험,F42201,중소기업,경기,C25112,중소기업,경기,2011-09,2011-11,거래정지처분(예금부족),61000000 ,0 ,61000000 ,60000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,G46599,중소기업,서울,2011-06,2011-11,거래정지처분(예금부족),100000000 ,0 ,100000000 ,100000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,G46699,중소기업,서울,2011-06,2011-11,거래정지처분(예금부족),100000000 ,0 ,100000000 ,100000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,G46621,중소기업,서울,2011-09,2011-11,거래정지처분(예금부족),100000000 ,80000000 ,20000000 ,19000000 ,0 , 2011-12 , 2011-11 
매출채권보험,F42201,중소기업,경기,C29173,중소기업,경기,2011-10,2011-11,거래정지처분(예금부족),100000000 ,100000000 ,0 ,0 ,0 ,  , 2011-11 
매출채권보험,F42201,중소기업,경기,C25112,중소기업,인천,2011-09,2011-11,거래정지처분(예금부족),38000000 ,30000000 ,8000000 ,8000000 ,0 , 2011-12 , 2011-11 
매출채권보험,F42201,중소기업,경기,G46699,중소기업,경기,2011-05,2011-11,거래정지처분(예금부족),37000000 ,0 ,37000000 ,37000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,C25112,중소기업,경기,2011-10,2011-11,거래정지처분(예금부족),35000000 ,0 ,35000000 ,34000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,G46721,중소기업,대전,2011-07,2011-11,거래정지처분(예금부족),10000000 ,3000000 ,7000000 ,7000000 ,0 , 2011-12 , 2011-11 
매출채권보험,F42201,중소기업,경기,G46621,중소기업,서울,2011-03,2011-11,거래정지처분(예금부족),91000000 ,0 ,91000000 ,90000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,경기,C29133,중소기업,경기,2011-05,2011-11,이행지체,35000000 ,0 ,35000000 ,35000000 ,0 , 2011-12 ,  
매출채권보험,C29176,중소기업,전남,G46721,중소기업,부산,2011-03,2011-06,이행지체,148000000 ,0 ,148000000 ,148000000 ,0 , 2011-08 ,  
어음보험,C25929,중소기업,경기,G46599,중소기업,경기,2011-01,2011-04,거래정지처분(무거래),2000000 ,2000000 ,0 ,0 ,0 ,  , 2011-07 
어음보험,C25929,중소기업,경기,G46599,중소기업,경기,2011-01,2011-04,거래정지처분(무거래),3000000 ,3000000 ,0 ,0 ,0 ,  , 2011-07 
어음보험,C25929,중소기업,경기,G46599,중소기업,경기,2011-03,2011-04,거래정지처분(무거래),4000000 ,4000000 ,0 ,0 ,0 ,  , 2011-07 
매출채권보험,G46721,중소기업,서울,G46721,중소기업,서울,2011-03,2011-12,거래정지처분(예금부족),68000000 ,28000000 ,40000000 ,39000000 ,0 , 2011-12 , 2011-12 
매출채권보험,F41221,중견기업,서울,G46721,중소기업,인천,2011-06,2011-11,회생절차 등,35000000 ,35000000 ,0 ,0 ,0 ,  , 2011-11 
매출채권보험,F42312,중소기업,대전,G46699,중소기업,대구,2011-03,2011-06,거래정지처분(4회 이상 부도),72000000 ,35000000 ,37000000 ,36000000 ,0 , 2011-07 , 2011-07 
어음보험,C33309,중소기업,경기,G46721,중소기업,경기,2011-06,2011-10,회생절차 등,1000000 ,0 ,1000000 ,1000000 ,0 , 2011-11 ,  
매출채권보험,F42121,중소기업,서울,G46611,중소기업,경기,2011-02,2011-04,거래정지처분(예금부족),39000000 ,39000000 ,0 ,0 ,0 ,  , 2011-04 
매출채권보험,C20302,중소기업,충북,C20302,중소기업,대전,2011-10,2011-11,이행지체,200000000 ,119000000 ,81000000 ,80000000 ,0 , 2011-12 , 2011-11 
매출채권보험,F42412,중소기업,서울,G46699,중소기업,서울,2011-04,2011-07,이행지체,100000000 ,4000000 ,96000000 ,96000000 ,0 , 2011-09 , 2011-08 
어음보험,C15110,중소기업,경기,G46731,중소기업,경기,2011-06,2011-11,회생절차 등,6000000 ,0 ,6000000 ,6000000 ,6000000 , 2011-11 ,  
어음보험,C15110,중소기업,경기,G46731,중소기업,경기,2011-06,2011-11,회생절차 등,4000000 ,0 ,4000000 ,4000000 ,4000000 , 2011-11 ,  
어음보험,C15110,중소기업,경기,G46731,중소기업,경기,2011-07,2011-11,회생절차 등,10000000 ,0 ,10000000 ,10000000 ,10000000 , 2011-12 ,  
어음보험,C25111,중소기업,인천,G46721,중소기업,서울,2011-09,2011-10,거래정지처분(예금부족),28000000 ,0 ,28000000 ,28000000 ,0 , 2011-12 ,  
어음보험,C25111,중소기업,인천,G46699,중소기업,경기,2011-05,2011-10,거래정지처분(예금부족),30000000 ,0 ,30000000 ,30000000 ,0 , 2011-10 ,  
어음보험,C25111,중소기업,인천,G46699,중소기업,경기,2011-06,2011-10,거래정지처분(예금부족),32000000 ,0 ,32000000 ,32000000 ,0 , 2011-11 ,  
어음보험,C25111,중소기업,인천,G46699,중소기업,경기,2011-07,2011-10,거래정지처분(예금부족),43000000 ,0 ,43000000 ,43000000 ,0 , 2011-12 ,  
어음보험,C25111,중소기업,인천,G46699,중소기업,경기,2011-09,2011-10,거래정지처분(예금부족),28000000 ,0 ,28000000 ,28000000 ,0 , 2011-12 ,  
어음보험,C25111,중소기업,인천,C25923,중소기업,경기,2011-08,2011-10,거래정지처분(예금부족),12000000 ,0 ,12000000 ,12000000 ,0 , 2011-11 ,  
어음보험,C25111,중소기업,인천,C25923,중소기업,경기,2011-08,2011-10,거래정지처분(예금부족),14000000 ,0 ,14000000 ,14000000 ,0 , 2011-11 ,  
어음보험,C25111,중소기업,인천,C25923,중소기업,경기,2011-08,2011-10,거래정지처분(예금부족),17000000 ,0 ,17000000 ,17000000 ,0 , 2011-12 ,  
매출채권보험,C13222,중소기업,경남,C13999,중소기업,경남,2011-09,2011-10,거래정지처분(예금부족),80000000 ,80000000 ,0 ,0 ,0 ,  , 2011-10 
매출채권보험,F42201,중소기업,광주,G46699,중소기업,광주,2011-03,2011-04,이행지체,100000000 ,91000000 ,9000000 ,9000000 ,0 , 2011-04 , 2011-04 
매출채권보험,F42201,중소기업,광주,G46621,중소기업,광주,2011-03,2011-04,이행지체,100000000 ,89000000 ,11000000 ,11000000 ,0 , 2011-05 , 2011-04 
매출채권보험,F42201,중소기업,광주,G46699,중소기업,광주,2011-03,2011-04,거래정지처분(예금부족),50000000 ,50000000 ,0 ,0 ,0 ,  , 2011-04 
어음보험,C22291,중소기업,경기,C22250,중소기업,경기,2011-03,2011-06,거래정지처분(예금부족),70000000 ,0 ,70000000 ,70000000 ,0 , 2011-08 ,  
매출채권보험,F42412,중소기업,광주,G46699,중소기업,광주,2011-04,2011-12,이행지체,120000000 ,0 ,120000000 ,119000000 ,0 , 2011-12 ,  
매출채권보험,F42412,중소기업,광주,C16102,중소기업,전남,2011-06,2011-12,이행지체,263000000 ,0 ,263000000 ,263000000 ,0 , 2011-12 ,  
매출채권보험,C29172,중소기업,경북,C25932,중소기업,경기,2011-03,2011-12,회생절차 등,114000000 ,114000000 ,0 ,0 ,0 ,  , 2011-12 
어음보험,G46621,중소기업,광주,C29133,중소기업,대구,2011-09,2011-12,거래정지처분(예금부족),34000000 ,0 ,34000000 ,34000000 ,0 , 2011-12 ,  
어음보험,G46621,중소기업,광주,C29133,중소기업,대구,2011-09,2011-12,거래정지처분(예금부족),24000000 ,0 ,24000000 ,24000000 ,0 , 2011-12 ,  
어음보험,G46621,중소기업,광주,C29133,중소기업,대구,2011-09,2011-12,거래정지처분(예금부족),33000000 ,0 ,33000000 ,33000000 ,0 , 2011-12 ,  
어음보험,G46621,중소기업,광주,C29133,중소기업,대구,2011-10,2011-12,거래정지처분(예금부족),18000000 ,0 ,18000000 ,17000000 ,0 , 2011-12 ,  
어음보험,G46621,중소기업,광주,C29133,중소기업,대구,2011-11,2011-12,거래정지처분(예금부족),17000000 ,0 ,17000000 ,16000000 ,0 , 2011-12 ,  
매출채권보험,G46721,중소기업,경기,C29133,중소기업,충북,2011-01,2011-04,이행지체,101000000 ,96000000 ,5000000 ,4000000 ,0 , 2011-05 , 2011-08 
매출채권보험,F42132,중소기업,경기,G46611,중소기업,서울,2011-03,2011-07,회생절차 등,100000000 ,67000000 ,33000000 ,32000000 ,0 , 2011-08 , 2011-08 
매출채권보험,F42132,중소기업,경기,G46731,중소기업,경남,2011-06,2011-07,회생절차 등,80000000 ,80000000 ,0 ,0 ,0 ,  , 2011-07 
매출채권보험,F42312,중소기업,경기,G46594,중소기업,경기,2011-04,2011-11,이행지체,13000000 ,13000000 ,0 ,0 ,0 , 2011-12 , 2011-11 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-03,2011-06,이행지체,30000000 ,30000000 ,0 ,0 ,0 ,  , 2011-06 
매출채권보험,F42201,중소기업,서울,G46622,중소기업,서울,2011-03,2011-11,이행지체,17000000 ,4000000 ,13000000 ,13000000 ,0 , 2011-11 , 2011-12 
매출채권보험,F42420,중소기업,경기,G46613,중소기업,서울,2011-03,2011-05,거래정지처분(예금부족),61000000 ,61000000 ,0 ,0 ,0 ,  , 2011-05 
매출채권보험,G46721,중소기업,서울,C25941,중소기업,인천,2011-03,2011-11,이행지체,30000000 ,2000000 ,28000000 ,28000000 ,0 , 2011-12 , 2011-12 
매출채권보험,G46721,중소기업,서울,C29133,중소기업,경기,2011-02,2011-11,회생절차 등,60000000 ,0 ,60000000 ,59000000 ,0 , 2011-12 ,  
어음보험,F42121,중소기업,서울,G46721,중소기업,서울,2011-09,2011-12,거래정지처분(예금부족),1000000 ,0 ,1000000 ,1000000 ,0 , 2011-12 ,  
어음보험,F42121,중소기업,서울,G46721,중소기업,서울,2011-10,2011-12,거래정지처분(예금부족),19000000 ,0 ,19000000 ,19000000 ,0 , 2011-12 ,  
어음보험,F42121,중소기업,서울,G46721,중소기업,서울,2011-10,2011-12,거래정지처분(예금부족),4000000 ,0 ,4000000 ,4000000 ,0 , 2011-12 ,  
어음보험,F42121,중소기업,서울,G46721,중소기업,서울,2011-10,2011-12,거래정지처분(예금부족),4000000 ,0 ,4000000 ,4000000 ,0 , 2011-12 ,  
어음보험,F42121,중소기업,서울,G46721,중소기업,서울,2011-10,2011-12,거래정지처분(예금부족),8000000 ,0 ,8000000 ,8000000 ,0 , 2011-12 ,  
어음보험,F42121,중소기업,서울,G46721,중소기업,서울,2011-11,2011-12,거래정지처분(예금부족),2000000 ,0 ,2000000 ,2000000 ,0 , 2011-12 ,  
어음보험,F42121,중소기업,서울,G46721,중소기업,서울,2011-11,2011-12,거래정지처분(예금부족),17000000 ,0 ,17000000 ,17000000 ,0 , 2011-12 ,  
매출채권보험,F42209,중소기업,충북,G46721,중소기업,경기,2011-04,2011-10,이행지체,100000000 ,79000000 ,21000000 ,21000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-04,2011-10,회생절차 등,100000000 ,46000000 ,54000000 ,54000000 ,0 , 2011-11 , 2011-10 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-05,2011-10,회생절차 등,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,C22229,중소기업,경기,2011-05,2011-10,회생절차 등,50000000 ,48000000 ,2000000 ,2000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,경기,2011-03,2011-10,이행지체,30000000 ,3000000 ,27000000 ,27000000 ,0 , 2011-11 , 2011-10 
매출채권보험,F42201,중소기업,서울,G46733,중소기업,경기,2011-04,2011-10,회생절차 등,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,G46594,중소기업,경기,2011-04,2011-10,회생절차 등,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-10 ,  
매출채권보험,F42201,중소기업,서울,G46621,중소기업,경기,2011-04,2011-10,이행지체,70000000 ,0 ,70000000 ,70000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-04,2011-10,이행지체,100000000 ,0 ,100000000 ,99000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,G46599,중소기업,서울,2011-04,2011-10,회생절차 등,100000000 ,0 ,100000000 ,99000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,G46699,중소기업,서울,2011-06,2011-10,회생절차 등,40000000 ,40000000 ,0 ,0 ,0 ,  , 2011-10 
매출채권보험,F42201,중소기업,서울,G46621,중소기업,경기,2011-08,2011-10,이행지체,100000000 ,77000000 ,23000000 ,23000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,서울,C25113,중소기업,서울,2011-05,2011-10,이행지체,100000000 ,63000000 ,37000000 ,37000000 ,0 , 2011-12 , 2011-10 
매출채권보험,F42201,중소기업,서울,C22211,중소기업,경기,2011-04,2011-10,회생절차 등,53000000 ,0 ,53000000 ,53000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,G46721,중소기업,서울,2011-05,2011-10,이행지체,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-10 ,  
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-05,2011-10,회생절차 등,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-10 ,  
매출채권보험,F42201,중소기업,서울,G46621,중소기업,서울,2011-06,2011-10,이행지체,92000000 ,0 ,92000000 ,92000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,C25112,중소기업,경기,2011-09,2011-10,회생절차 등,61000000 ,0 ,61000000 ,59000000 ,0 , 2011-10 ,  
매출채권보험,F42201,중소기업,서울,G46699,중소기업,서울,2011-09,2011-10,회생절차 등,100000000 ,15000000 ,85000000 ,83000000 ,0 , 2011-11 , 2011-10 
매출채권보험,F42201,중소기업,서울,C22211,중소기업,부산,2011-03,2011-10,이행지체,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-12 ,  
매출채권보험,F42201,중소기업,서울,C25999,중소기업,경기,2011-04,2011-10,회생절차 등,100000000 ,0 ,100000000 ,100000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,서울,C22250,중소기업,전남,2011-09,2011-10,회생절차 등,80000000 ,80000000 ,0 ,0 ,0 ,  , 2011-11 
매출채권보험,F42201,중소기업,서울,G46721,중소기업,대구,2011-09,2011-10,이행지체,30000000 ,19000000 ,11000000 ,11000000 ,0 , 2011-11 , 2011-10 
매출채권보험,F42201,중소기업,서울,C29133,중소기업,경기,2011-05,2011-10,회생절차 등,100000000 ,1000000 ,99000000 ,99000000 ,0 , 2011-11 , 2011-11 
어음보험,F42201,중소기업,서울,G46733,중소기업,경기,2011-05,2011-10,회생절차 등,2000000 ,0 ,2000000 ,2000000 ,0 , 2011-11 ,  
어음보험,F42201,중소기업,서울,C25113,중소기업,대구,2011-06,2011-10,회생절차 등,14000000 ,14000000 ,0 ,0 ,0 ,  , 2011-11 
어음보험,F41222,중소기업,광주,G46612,중소기업,서울,2011-01,2011-04,회생절차 등,12000000 ,0 ,12000000 ,12000000 ,1000000 , 2011-05 ,  
어음보험,F41222,중소기업,광주,G46612,중소기업,서울,2011-02,2011-04,회생절차 등,5000000 ,0 ,5000000 ,5000000 ,0 , 2011-05 ,  
어음보험,F41222,중소기업,광주,G46612,중소기업,서울,2011-03,2011-04,회생절차 등,18000000 ,0 ,18000000 ,17000000 ,0 , 2011-05 ,  
어음보험,F41222,중소기업,광주,C22250,중소기업,경기,2011-02,2011-04,회생절차 등,67000000 ,0 ,67000000 ,67000000 ,67000000 , 2011-05 ,  
매출채권보험,C26329,중소기업,서울,G46594,중소기업,경기,2011-03,2011-08,이행지체,9000000 ,9000000 ,0 ,0 ,0 ,  , 2011-12 
매출채권보험,F42202,중소기업,광주,G46621,중소기업,경기,2011-03,2011-12,이행지체,24000000 ,15000000 ,9000000 ,9000000 ,0 , 2011-12 , 2011-12 
매출채권보험,F42202,중소기업,광주,G46621,중소기업,서울,2011-04,2011-12,거래정지처분(예금부족),100000000 ,100000000 ,0 ,0 ,0 ,  , 2011-12 
매출채권보험,F42202,중소기업,광주,C22211,중소기업,부산,2011-03,2011-12,거래정지처분(예금부족),50000000 ,50000000 ,0 ,0 ,0 ,  , 2011-12 
매출채권보험,F42202,중소기업,광주,G46699,중소기업,광주,2011-03,2011-12,이행지체,400000000 ,0 ,400000000 ,398000000 ,0 , 2011-12 ,  
매출채권보험,F42202,중소기업,광주,G46721,중소기업,광주,2011-04,2011-12,이행지체,240000000 ,0 ,240000000 ,239000000 ,0 , 2011-12 , 2011-12 
매출채권보험,F42202,중소기업,광주,G46721,중소기업,광주,2011-06,2011-12,거래정지처분(예금부족),1000000 ,1000000 ,0 ,0 ,0 ,  , 2011-12 
어음보험,F42132,중소기업,경기,C25941,중소기업,경기,2011-03,2011-06,거래정지처분(예금부족),7000000 ,7000000 ,0 ,0 ,0 ,  , 2011-09 
어음보험,F42132,중소기업,경기,C25941,중소기업,경기,2011-03,2011-06,거래정지처분(예금부족),3000000 ,0 ,3000000 ,3000000 ,0 , 2011-06 ,  
어음보험,F42132,중소기업,경기,C25941,중소기업,경기,2011-04,2011-06,거래정지처분(예금부족),6000000 ,0 ,6000000 ,6000000 ,0 , 2011-06 ,  
어음보험,C23322,중소기업,전남,G46699,중소기업,서울,2011-02,2011-06,거래정지처분(예금부족),2000000 ,0 ,2000000 ,2000000 ,0 , 2011-06 ,  
매출채권보험,F42201,중소기업,광주,G46699,중소기업,광주,2011-03,2011-11,거래정지처분(예금부족),50000000 ,0 ,50000000 ,50000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,광주,G46599,중소기업,서울,2011-05,2011-11,이행지체,400000000 ,2000000 ,398000000 ,393000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,광주,G46721,중소기업,광주,2011-05,2011-11,이행지체,150000000 ,44000000 ,106000000 ,106000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,광주,G46699,중소기업,광주,2011-05,2011-11,이행지체,400000000 ,0 ,400000000 ,399000000 ,0 , 2011-11 ,  
매출채권보험,F42201,중소기업,광주,G46594,중소기업,광주,2011-05,2011-11,이행지체,150000000 ,18000000 ,132000000 ,130000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,광주,G46699,중소기업,광주,2011-05,2011-11,이행지체,400000000 ,0 ,400000000 ,399000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42201,중소기업,광주,G46699,중소기업,광주,2011-05,2011-11,이행지체,300000000 ,0 ,300000000 ,299000000 ,0 , 2011-11 , 2011-11 
어음보험,F42201,중소기업,광주,G46721,중소기업,서울,2011-09,2011-11,거래정지처분(예금부족),18000000 ,0 ,18000000 ,0 ,0 ,  ,  
매출채권보험,F42201,중소기업,광주,G46539,중소기업,광주,2011-06,2011-11,거래정지처분(예금부족),5000000 ,0 ,5000000 ,5000000 ,0 , 2011-12 ,  
매출채권보험,F42202,중소기업,경기,G46599,중소기업,경기,2011-03,2011-08,이행지체,144000000 ,42000000 ,102000000 ,102000000 ,0 , 2011-09 , 2011-09 
매출채권보험,F42202,중소기업,경기,G46621,중소기업,서울,2011-03,2011-11,폐업 · 해산등기,100000000 ,89000000 ,11000000 ,11000000 ,0 , 2011-12 , 2011-11 
매출채권보험,F42202,중소기업,경기,G46721,중소기업,충북,2011-03,2011-11,이행지체,118000000 ,24000000 ,95000000 ,95000000 ,0 , 2011-11 , 2011-11 
매출채권보험,F42202,중소기업,경기,G46699,중소기업,경기,2011-05,2011-11,이행지체,50000000 ,10000000 ,40000000 ,40000000 ,0 , 2011-12 , 2011-12 
매출채권보험,F42202,중소기업,경기,G46699,중소기업,경기,2011-03,2011-11,폐업 · 해산등기,73000000 ,21000000 ,52000000 ,52000000 ,0 , 2011-11 , 2011-11 
매출채권보험,C23199,중소기업,충남,C33120,중소기업,경기,2011-04,2011-04,회생절차 등,30000000 ,30000000 ,0 ,0 ,0 ,  , 2011-05 
매출채권보험,G46621,중소기업,대구,C29133,중소기업,경기,2011-03,2011-08,이행지체,21000000 ,0 ,21000000 ,21000000 ,0 , 2011-11 ,  
매출채권보험,G46621,중소기업,대구,G46621,중소기업,대구,2011-03,2011-08,이행지체,14000000 ,0 ,14000000 ,14000000 ,0 , 2011-09 ,  
매출채권보험,G46621,중소기업,대구,G46721,중소기업,대구,2011-05,2011-08,이행지체,150000000 ,26000000 ,124000000 ,124000000 ,0 , 2011-11 , 2011-12 
어음보험,C25112,중소기업,충남,C29171,중소기업,서울,2011-01,2011-03,회생절차 등,13000000 ,0 ,13000000 ,13000000 ,0 , 2011-04 ,  
어음보험,F42201,중소기업,서울,C29133,중소기업,경남,2011-01,2011-02,거래정지처분(예금부족),6000000 ,0 ,6000000 ,6000000 ,0 , 2011-03 ,  
매출채권보험,G46721,중소기업,광주,G46721,중소기업,광주,2011-08,2011-11,이행지체,100000000 ,42000000 ,58000000 ,58000000 ,0 , 2011-11 , 2011-11 
어음보험,C30399,중소기업,충남,C30399,중소기업,충남,2011-04,2011-08,거래정지처분(예금부족),18000000 ,0 ,18000000 ,18000000 ,5000000 , 2011-09 ,  
매출채권보험,C25913,중소기업,경기,G46721,중소기업,인천,2011-03,2011-11,이행지체,20000000 ,0 ,20000000 ,20000000 ,0 , 2011-12 ,  
어음보험,C13229,중소기업,경기,C13221,중소기업,경기,2011-04,2011-08,거래정지처분(예금부족),8000000 ,0 ,8000000 ,8000000 ,0 , 2011-09 ,  
어음보험,C13229,중소기업,경기,C13221,중소기업,경기,2011-04,2011-08,거래정지처분(예금부족),9000000 ,0 ,9000000 ,9000000 ,0 , 2011-08 ,  
어음보험,F42322,중소기업,부산,G46599,중소기업,부산,2011-08,2011-11,거래정지처분(예금부족),9000000 ,0 ,9000000 ,9000000 ,0 , 2011-11 ,  
매출채권보험,C23322,중소기업,충남,C29299,중소기업,경남,2011-05,2011-11,거래정지처분(예금부족),600000000 ,0 ,600000000 ,600000000 ,38000000 , 2011-11 ,  
매출채권보험,C23322,중소기업,충남,C23311,중소기업,경남,2011-06,2011-11,이행지체,399000000 ,129000000 ,270000000 ,270000000 ,0 , 2011-12 , 2011-12 
어음보험,G46453,중소기업,서울,G46453,중소기업,서울,2011-05,2011-06,거래정지처분(예금부족),7000000 ,0 ,7000000 ,7000000 ,0 , 2011-08 ,  
어음보험,G46453,중소기업,서울,G46453,중소기업,대구,2011-05,2011-06,거래정지처분(예금부족),11000000 ,0 ,11000000 ,11000000 ,0 , 2011-11 ,  
어음보험,G46453,중소기업,서울,G46453,중소기업,대구,2011-05,2011-06,거래정지처분(예금부족),11000000 ,0 ,11000000 ,11000000 ,0 , 2011-11 ,  
매출채권보험,F42202,중소기업,서울,G46621,중소기업,서울,2011-04,2011-10,거래정지처분(예금부족),30000000 ,0 ,30000000 ,30000000 ,0 , 2011-11 ,  
